,Prices
2021-08-05,10.13225806451613
2021-08-06,10.138709677419355
2021-08-07,10.14516129032258
2021-08-08,10.151612903225807
2021-08-09,10.158064516129032
2021-08-10,10.164516129032258
2021-08-11,10.170967741935485
2021-08-12,10.17741935483871
2021-08-13,10.183870967741935
2021-08-14,10.190322580645162
2021-08-15,10.196774193548388
2021-08-16,10.203225806451613
2021-08-17,10.209677419354838
2021-08-18,10.216129032258065
2021-08-19,10.22258064516129
2021-08-20,10.229032258064516
2021-08-21,10.235483870967743
2021-08-22,10.241935483870968
2021-08-23,10.248387096774193
2021-08-24,10.25483870967742
2021-08-25,10.261290322580646
2021-08-26,10.26774193548387
2021-08-27,10.274193548387098
2021-08-28,10.280645161290323
2021-08-29,10.287096774193548
2021-08-30,10.293548387096775
2021-08-31,10.3
2021-09-01,10.296666666666667
2021-09-02,10.293333333333335
2021-09-03,10.290000000000001
2021-09-04,10.286666666666667
2021-09-05,10.283333333333333
2021-09-06,10.280000000000001
2021-09-07,10.276666666666667
2021-09-08,10.273333333333333
2021-09-09,10.27
2021-09-10,10.266666666666667
2021-09-11,10.263333333333334
2021-09-12,10.26
2021-09-13,10.256666666666666
2021-09-14,10.253333333333334
2021-09-15,10.25
2021-09-16,10.246666666666666
2021-09-17,10.243333333333334
2021-09-18,10.24
2021-09-19,10.236666666666666
2021-09-20,10.233333333333333
2021-09-21,10.23
2021-09-22,10.226666666666667
2021-09-23,10.223333333333333
2021-09-24,10.219999999999999
2021-09-25,10.216666666666667
2021-09-26,10.213333333333333
2021-09-27,10.209999999999999
2021-09-28,10.206666666666665
2021-09-29,10.203333333333333
2021-09-30,10.2
2021-10-01,10.196774193548386
2021-10-02,10.193548387096774
2021-10-03,10.19032258064516
2021-10-04,10.187096774193547
2021-10-05,10.183870967741935
2021-10-06,10.180645161290322
2021-10-07,10.177419354838708
2021-10-08,10.174193548387096
2021-10-09,10.170967741935483
2021-10-10,10.167741935483871
2021-10-11,10.164516129032258
2021-10-12,10.161290322580644
2021-10-13,10.158064516129032
2021-10-14,10.154838709677419
2021-10-15,10.151612903225805
2021-10-16,10.148387096774194
2021-10-17,10.14516129032258
2021-10-18,10.141935483870967
2021-10-19,10.138709677419355
2021-10-20,10.135483870967741
2021-10-21,10.132258064516128
2021-10-22,10.129032258064516
2021-10-23,10.125806451612902
2021-10-24,10.12258064516129
2021-10-25,10.119354838709677
2021-10-26,10.116129032258064
2021-10-27,10.112903225806452
2021-10-28,10.109677419354838
2021-10-29,10.106451612903225
2021-10-30,10.103225806451613
2021-10-31,10.1
2021-11-01,10.136666666666667
2021-11-02,10.173333333333334
2021-11-03,10.209999999999999
2021-11-04,10.246666666666666
2021-11-05,10.283333333333333
2021-11-06,10.32
2021-11-07,10.356666666666666
2021-11-08,10.393333333333333
2021-11-09,10.43
2021-11-10,10.466666666666667
2021-11-11,10.503333333333332
2021-11-12,10.54
2021-11-13,10.576666666666666
2021-11-14,10.613333333333333
2021-11-15,10.649999999999999
2021-11-16,10.686666666666666
2021-11-17,10.723333333333333
2021-11-18,10.76
2021-11-19,10.796666666666667
2021-11-20,10.833333333333332
2021-11-21,10.87
2021-11-22,10.906666666666666
2021-11-23,10.943333333333333
2021-11-24,10.979999999999999
2021-11-25,11.016666666666666
2021-11-26,11.053333333333333
2021-11-27,11.09
2021-11-28,11.126666666666665
2021-11-29,11.163333333333332
2021-11-30,11.2
2021-12-01,11.206451612903225
2021-12-02,11.212903225806452
2021-12-03,11.219354838709677
2021-12-04,11.225806451612902
2021-12-05,11.23225806451613
2021-12-06,11.238709677419354
2021-12-07,11.24516129032258
2021-12-08,11.251612903225807
2021-12-09,11.258064516129032
2021-12-10,11.264516129032257
2021-12-11,11.270967741935484
2021-12-12,11.27741935483871
2021-12-13,11.283870967741935
2021-12-14,11.290322580645162
2021-12-15,11.296774193548387
2021-12-16,11.303225806451612
2021-12-17,11.309677419354838
2021-12-18,11.316129032258065
2021-12-19,11.32258064516129
2021-12-20,11.329032258064515
2021-12-21,11.335483870967742
2021-12-22,11.341935483870968
2021-12-23,11.348387096774193
2021-12-24,11.35483870967742
2021-12-25,11.361290322580645
2021-12-26,11.36774193548387
2021-12-27,11.374193548387098
2021-12-28,11.380645161290323
2021-12-29,11.387096774193548
2021-12-30,11.393548387096775
2021-12-31,11.4
2022-01-01,11.403225806451614
2022-01-02,11.406451612903226
2022-01-03,11.40967741935484
2022-01-04,11.412903225806453
2022-01-05,11.416129032258064
2022-01-06,11.419354838709678
2022-01-07,11.422580645161291
2022-01-08,11.425806451612903
2022-01-09,11.429032258064517
2022-01-10,11.432258064516128
2022-01-11,11.435483870967742
2022-01-12,11.438709677419356
2022-01-13,11.441935483870967
2022-01-14,11.44516129032258
2022-01-15,11.448387096774194
2022-01-16,11.451612903225806
2022-01-17,11.45483870967742
2022-01-18,11.458064516129033
2022-01-19,11.461290322580645
2022-01-20,11.464516129032258
2022-01-21,11.467741935483872
2022-01-22,11.470967741935484
2022-01-23,11.474193548387097
2022-01-24,11.477419354838709
2022-01-25,11.480645161290322
2022-01-26,11.483870967741936
2022-01-27,11.487096774193548
2022-01-28,11.490322580645161
2022-01-29,11.493548387096775
2022-01-30,11.496774193548386
2022-01-31,11.5
2022-02-01,11.510714285714286
2022-02-02,11.521428571428572
2022-02-03,11.532142857142857
2022-02-04,11.542857142857143
2022-02-05,11.553571428571429
2022-02-06,11.564285714285715
2022-02-07,11.575
2022-02-08,11.585714285714285
2022-02-09,11.596428571428572
2022-02-10,11.607142857142858
2022-02-11,11.617857142857144
2022-02-12,11.628571428571428
2022-02-13,11.639285714285714
2022-02-14,11.65
2022-02-15,11.660714285714286
2022-02-16,11.671428571428573
2022-02-17,11.682142857142857
2022-02-18,11.692857142857143
2022-02-19,11.70357142857143
2022-02-20,11.714285714285715
2022-02-21,11.725000000000001
2022-02-22,11.735714285714286
2022-02-23,11.746428571428572
2022-02-24,11.757142857142858
2022-02-25,11.767857142857144
2022-02-26,11.778571428571428
2022-02-27,11.789285714285715
2022-02-28,11.8
2022-03-01,11.790322580645162
2022-03-02,11.780645161290323
2022-03-03,11.770967741935484
2022-03-04,11.761290322580646
2022-03-05,11.751612903225807
2022-03-06,11.741935483870968
2022-03-07,11.73225806451613
2022-03-08,11.72258064516129
2022-03-09,11.712903225806452
2022-03-10,11.703225806451613
2022-03-11,11.693548387096774
2022-03-12,11.683870967741935
2022-03-13,11.674193548387096
2022-03-14,11.664516129032258
2022-03-15,11.654838709677419
2022-03-16,11.645161290322582
2022-03-17,11.635483870967743
2022-03-18,11.625806451612904
2022-03-19,11.616129032258065
2022-03-20,11.606451612903227
2022-03-21,11.596774193548388
2022-03-22,11.587096774193549
2022-03-23,11.57741935483871
2022-03-24,11.567741935483872
2022-03-25,11.558064516129033
2022-03-26,11.548387096774194
2022-03-27,11.538709677419355
2022-03-28,11.529032258064516
2022-03-29,11.519354838709678
2022-03-30,11.509677419354839
2022-03-31,11.5
2022-04-01,11.473333333333333
2022-04-02,11.446666666666667
2022-04-03,11.42
2022-04-04,11.393333333333333
2022-04-05,11.366666666666667
2022-04-06,11.34
2022-04-07,11.313333333333333
2022-04-08,11.286666666666667
2022-04-09,11.26
2022-04-10,11.233333333333333
2022-04-11,11.206666666666667
2022-04-12,11.18
2022-04-13,11.153333333333332
2022-04-14,11.126666666666667
2022-04-15,11.1
2022-04-16,11.073333333333332
2022-04-17,11.046666666666667
2022-04-18,11.02
2022-04-19,10.993333333333332
2022-04-20,10.966666666666667
2022-04-21,10.94
2022-04-22,10.913333333333332
2022-04-23,10.886666666666667
2022-04-24,10.86
2022-04-25,10.833333333333332
2022-04-26,10.806666666666667
2022-04-27,10.78
2022-04-28,10.753333333333332
2022-04-29,10.726666666666667
2022-04-30,10.7
2022-05-01,10.7
2022-05-02,10.7
2022-05-03,10.7
2022-05-04,10.7
2022-05-05,10.7
2022-05-06,10.7
2022-05-07,10.7
2022-05-08,10.7
2022-05-09,10.7
2022-05-10,10.7
2022-05-11,10.7
2022-05-12,10.7
2022-05-13,10.7
2022-05-14,10.7
2022-05-15,10.7
2022-05-16,10.7
2022-05-17,10.7
2022-05-18,10.7
2022-05-19,10.7
2022-05-20,10.7
2022-05-21,10.7
2022-05-22,10.7
2022-05-23,10.7
2022-05-24,10.7
2022-05-25,10.7
2022-05-26,10.7
2022-05-27,10.7
2022-05-28,10.7
2022-05-29,10.7
2022-05-30,10.7
2022-05-31,10.7
2022-06-01,10.69
2022-06-02,10.68
2022-06-03,10.67
2022-06-04,10.66
2022-06-05,10.649999999999999
2022-06-06,10.639999999999999
2022-06-07,10.629999999999999
2022-06-08,10.62
2022-06-09,10.61
2022-06-10,10.6
2022-06-11,10.59
2022-06-12,10.58
2022-06-13,10.57
2022-06-14,10.56
2022-06-15,10.55
2022-06-16,10.54
2022-06-17,10.53
2022-06-18,10.52
2022-06-19,10.51
2022-06-20,10.5
2022-06-21,10.49
2022-06-22,10.48
2022-06-23,10.47
2022-06-24,10.46
2022-06-25,10.450000000000001
2022-06-26,10.44
2022-06-27,10.43
2022-06-28,10.42
2022-06-29,10.41
2022-06-30,10.4
2022-07-01,10.403225806451614
2022-07-02,10.406451612903226
2022-07-03,10.40967741935484
2022-07-04,10.412903225806453
2022-07-05,10.416129032258064
2022-07-06,10.419354838709678
2022-07-07,10.422580645161291
2022-07-08,10.425806451612903
2022-07-09,10.429032258064517
2022-07-10,10.432258064516128
2022-07-11,10.435483870967742
2022-07-12,10.438709677419356
2022-07-13,10.441935483870967
2022-07-14,10.44516129032258
2022-07-15,10.448387096774194
2022-07-16,10.451612903225806
2022-07-17,10.45483870967742
2022-07-18,10.458064516129033
2022-07-19,10.461290322580645
2022-07-20,10.464516129032258
2022-07-21,10.467741935483872
2022-07-22,10.470967741935484
2022-07-23,10.474193548387097
2022-07-24,10.477419354838709
2022-07-25,10.480645161290322
2022-07-26,10.483870967741936
2022-07-27,10.487096774193548
2022-07-28,10.490322580645161
2022-07-29,10.493548387096775
2022-07-30,10.496774193548386
2022-07-31,10.5
2022-08-01,10.496774193548386
2022-08-02,10.493548387096775
2022-08-03,10.490322580645161
2022-08-04,10.487096774193548
2022-08-05,10.483870967741936
2022-08-06,10.480645161290322
2022-08-07,10.477419354838709
2022-08-08,10.474193548387097
2022-08-09,10.470967741935484
2022-08-10,10.467741935483872
2022-08-11,10.464516129032258
2022-08-12,10.461290322580645
2022-08-13,10.458064516129033
2022-08-14,10.45483870967742
2022-08-15,10.451612903225806
2022-08-16,10.448387096774194
2022-08-17,10.44516129032258
2022-08-18,10.441935483870967
2022-08-19,10.438709677419356
2022-08-20,10.435483870967742
2022-08-21,10.432258064516128
2022-08-22,10.429032258064517
2022-08-23,10.425806451612903
2022-08-24,10.422580645161291
2022-08-25,10.419354838709678
2022-08-26,10.416129032258064
2022-08-27,10.412903225806453
2022-08-28,10.40967741935484
2022-08-29,10.406451612903226
2022-08-30,10.403225806451614
2022-08-31,10.4
2022-09-01,10.413333333333334
2022-09-02,10.426666666666668
2022-09-03,10.440000000000001
2022-09-04,10.453333333333333
2022-09-05,10.466666666666667
2022-09-06,10.48
2022-09-07,10.493333333333334
2022-09-08,10.506666666666668
2022-09-09,10.52
2022-09-10,10.533333333333333
2022-09-11,10.546666666666667
2022-09-12,10.56
2022-09-13,10.573333333333334
2022-09-14,10.586666666666668
2022-09-15,10.600000000000001
2022-09-16,10.613333333333333
2022-09-17,10.626666666666667
2022-09-18,10.64
2022-09-19,10.653333333333334
2022-09-20,10.666666666666668
2022-09-21,10.68
2022-09-22,10.693333333333333
2022-09-23,10.706666666666667
2022-09-24,10.72
2022-09-25,10.733333333333334
2022-09-26,10.746666666666668
2022-09-27,10.760000000000002
2022-09-28,10.773333333333333
2022-09-29,10.786666666666667
2022-09-30,10.8
2022-10-01,10.806451612903226
2022-10-02,10.812903225806453
2022-10-03,10.819354838709678
2022-10-04,10.825806451612904
2022-10-05,10.832258064516129
2022-10-06,10.838709677419356
2022-10-07,10.845161290322581
2022-10-08,10.851612903225806
2022-10-09,10.858064516129033
2022-10-10,10.864516129032259
2022-10-11,10.870967741935484
2022-10-12,10.87741935483871
2022-10-13,10.883870967741936
2022-10-14,10.890322580645162
2022-10-15,10.896774193548387
2022-10-16,10.903225806451614
2022-10-17,10.90967741935484
2022-10-18,10.916129032258064
2022-10-19,10.922580645161291
2022-10-20,10.929032258064517
2022-10-21,10.935483870967742
2022-10-22,10.941935483870967
2022-10-23,10.948387096774194
2022-10-24,10.95483870967742
2022-10-25,10.961290322580645
2022-10-26,10.967741935483872
2022-10-27,10.974193548387097
2022-10-28,10.980645161290322
2022-10-29,10.987096774193548
2022-10-30,10.993548387096775
2022-10-31,11.0
2022-11-01,11.02
2022-11-02,11.04
2022-11-03,11.06
2022-11-04,11.08
2022-11-05,11.1
2022-11-06,11.12
2022-11-07,11.14
2022-11-08,11.16
2022-11-09,11.18
2022-11-10,11.2
2022-11-11,11.22
2022-11-12,11.24
2022-11-13,11.26
2022-11-14,11.28
2022-11-15,11.3
2022-11-16,11.32
2022-11-17,11.34
2022-11-18,11.36
2022-11-19,11.379999999999999
2022-11-20,11.4
2022-11-21,11.42
2022-11-22,11.44
2022-11-23,11.459999999999999
2022-11-24,11.48
2022-11-25,11.5
2022-11-26,11.52
2022-11-27,11.54
2022-11-28,11.559999999999999
2022-11-29,11.58
2022-11-30,11.6
2022-12-01,11.6
2022-12-02,11.6
2022-12-03,11.6
2022-12-04,11.6
2022-12-05,11.6
2022-12-06,11.6
2022-12-07,11.6
2022-12-08,11.6
2022-12-09,11.6
2022-12-10,11.6
2022-12-11,11.6
2022-12-12,11.6
2022-12-13,11.6
2022-12-14,11.6
2022-12-15,11.6
2022-12-16,11.6
2022-12-17,11.6
2022-12-18,11.6
2022-12-19,11.6
2022-12-20,11.6
2022-12-21,11.6
2022-12-22,11.6
2022-12-23,11.6
2022-12-24,11.6
2022-12-25,11.6
2022-12-26,11.6
2022-12-27,11.6
2022-12-28,11.6
2022-12-29,11.6
2022-12-30,11.6
2022-12-31,11.6
2023-01-01,11.616129032258064
2023-01-02,11.63225806451613
2023-01-03,11.648387096774194
2023-01-04,11.664516129032258
2023-01-05,11.680645161290322
2023-01-06,11.696774193548388
2023-01-07,11.712903225806452
2023-01-08,11.729032258064516
2023-01-09,11.74516129032258
2023-01-10,11.761290322580646
2023-01-11,11.77741935483871
2023-01-12,11.793548387096774
2023-01-13,11.809677419354838
2023-01-14,11.825806451612904
2023-01-15,11.841935483870968
2023-01-16,11.858064516129032
2023-01-17,11.874193548387096
2023-01-18,11.890322580645162
2023-01-19,11.906451612903226
2023-01-20,11.92258064516129
2023-01-21,11.938709677419354
2023-01-22,11.95483870967742
2023-01-23,11.970967741935484
2023-01-24,11.987096774193548
2023-01-25,12.003225806451612
2023-01-26,12.019354838709678
2023-01-27,12.035483870967742
2023-01-28,12.051612903225806
2023-01-29,12.06774193548387
2023-01-30,12.083870967741936
2023-01-31,12.1
2023-02-01,12.085714285714285
2023-02-02,12.071428571428571
2023-02-03,12.057142857142857
2023-02-04,12.042857142857143
2023-02-05,12.028571428571428
2023-02-06,12.014285714285714
2023-02-07,12.0
2023-02-08,11.985714285714286
2023-02-09,11.971428571428572
2023-02-10,11.957142857142857
2023-02-11,11.942857142857143
2023-02-12,11.928571428571429
2023-02-13,11.914285714285715
2023-02-14,11.899999999999999
2023-02-15,11.885714285714284
2023-02-16,11.87142857142857
2023-02-17,11.857142857142856
2023-02-18,11.842857142857142
2023-02-19,11.828571428571427
2023-02-20,11.814285714285713
2023-02-21,11.799999999999999
2023-02-22,11.785714285714285
2023-02-23,11.77142857142857
2023-02-24,11.757142857142856
2023-02-25,11.742857142857142
2023-02-26,11.728571428571428
2023-02-27,11.714285714285714
2023-02-28,11.7
2023-03-01,11.709677419354838
2023-03-02,11.719354838709677
2023-03-03,11.729032258064516
2023-03-04,11.738709677419354
2023-03-05,11.748387096774193
2023-03-06,11.758064516129032
2023-03-07,11.76774193548387
2023-03-08,11.77741935483871
2023-03-09,11.787096774193548
2023-03-10,11.796774193548387
2023-03-11,11.806451612903226
2023-03-12,11.816129032258065
2023-03-13,11.825806451612904
2023-03-14,11.835483870967742
2023-03-15,11.845161290322581
2023-03-16,11.854838709677418
2023-03-17,11.864516129032257
2023-03-18,11.874193548387096
2023-03-19,11.883870967741935
2023-03-20,11.893548387096773
2023-03-21,11.903225806451612
2023-03-22,11.912903225806451
2023-03-23,11.92258064516129
2023-03-24,11.932258064516128
2023-03-25,11.941935483870967
2023-03-26,11.951612903225806
2023-03-27,11.961290322580645
2023-03-28,11.970967741935484
2023-03-29,11.980645161290322
2023-03-30,11.990322580645161
2023-03-31,12.0
2023-04-01,11.983333333333333
2023-04-02,11.966666666666667
2023-04-03,11.95
2023-04-04,11.933333333333334
2023-04-05,11.916666666666666
2023-04-06,11.9
2023-04-07,11.883333333333333
2023-04-08,11.866666666666667
2023-04-09,11.85
2023-04-10,11.833333333333334
2023-04-11,11.816666666666666
2023-04-12,11.8
2023-04-13,11.783333333333333
2023-04-14,11.766666666666667
2023-04-15,11.75
2023-04-16,11.733333333333333
2023-04-17,11.716666666666667
2023-04-18,11.7
2023-04-19,11.683333333333334
2023-04-20,11.666666666666666
2023-04-21,11.65
2023-04-22,11.633333333333333
2023-04-23,11.616666666666667
2023-04-24,11.6
2023-04-25,11.583333333333334
2023-04-26,11.566666666666666
2023-04-27,11.55
2023-04-28,11.533333333333333
2023-04-29,11.516666666666667
2023-04-30,11.5
2023-05-01,11.490322580645161
2023-05-02,11.480645161290322
2023-05-03,11.470967741935484
2023-05-04,11.461290322580645
2023-05-05,11.451612903225806
2023-05-06,11.441935483870967
2023-05-07,11.432258064516128
2023-05-08,11.42258064516129
2023-05-09,11.412903225806451
2023-05-10,11.403225806451612
2023-05-11,11.393548387096773
2023-05-12,11.383870967741935
2023-05-13,11.374193548387096
2023-05-14,11.364516129032257
2023-05-15,11.354838709677418
2023-05-16,11.345161290322581
2023-05-17,11.335483870967742
2023-05-18,11.325806451612904
2023-05-19,11.316129032258065
2023-05-20,11.306451612903226
2023-05-21,11.296774193548387
2023-05-22,11.287096774193548
2023-05-23,11.27741935483871
2023-05-24,11.26774193548387
2023-05-25,11.258064516129032
2023-05-26,11.248387096774193
2023-05-27,11.238709677419354
2023-05-28,11.229032258064516
2023-05-29,11.219354838709677
2023-05-30,11.209677419354838
2023-05-31,11.2
2023-06-01,11.19
2023-06-02,11.18
2023-06-03,11.17
2023-06-04,11.16
2023-06-05,11.149999999999999
2023-06-06,11.139999999999999
2023-06-07,11.129999999999999
2023-06-08,11.12
2023-06-09,11.11
2023-06-10,11.1
2023-06-11,11.09
2023-06-12,11.08
2023-06-13,11.07
2023-06-14,11.06
2023-06-15,11.05
2023-06-16,11.04
2023-06-17,11.03
2023-06-18,11.02
2023-06-19,11.01
2023-06-20,11.0
2023-06-21,10.99
2023-06-22,10.98
2023-06-23,10.97
2023-06-24,10.96
2023-06-25,10.950000000000001
2023-06-26,10.94
2023-06-27,10.93
2023-06-28,10.92
2023-06-29,10.91
2023-06-30,10.9
2023-07-01,10.916129032258064
2023-07-02,10.93225806451613
2023-07-03,10.948387096774194
2023-07-04,10.964516129032258
2023-07-05,10.980645161290322
2023-07-06,10.996774193548388
2023-07-07,11.012903225806452
2023-07-08,11.029032258064516
2023-07-09,11.04516129032258
2023-07-10,11.061290322580646
2023-07-11,11.07741935483871
2023-07-12,11.093548387096774
2023-07-13,11.109677419354838
2023-07-14,11.125806451612904
2023-07-15,11.141935483870968
2023-07-16,11.158064516129032
2023-07-17,11.174193548387096
2023-07-18,11.190322580645162
2023-07-19,11.206451612903226
2023-07-20,11.22258064516129
2023-07-21,11.238709677419354
2023-07-22,11.25483870967742
2023-07-23,11.270967741935484
2023-07-24,11.287096774193548
2023-07-25,11.303225806451612
2023-07-26,11.319354838709678
2023-07-27,11.335483870967742
2023-07-28,11.351612903225806
2023-07-29,11.36774193548387
2023-07-30,11.383870967741936
2023-07-31,11.4
2023-08-01,11.390322580645162
2023-08-02,11.380645161290323
2023-08-03,11.370967741935484
2023-08-04,11.361290322580645
2023-08-05,11.351612903225806
